,Poster,Time,T2,Title,Author,ID,Date,Session
927,87,14:00,2:00,Unpaired Portrait Drawing Generation via Asymmetric Cycle Mapping,"Ran Yi, Yong-Jin Liu, Yu-Kun Lai, Paul L. Rosin",7374,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
928,88,14:00,2:00,When to Use Convolutional Neural Networks for Inverse Problems,"Nathaniel Chodosh, Simon Lucey",7404,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
929,89,14:00,2:00,"LUVLi Face Alignment: Estimating Landmarks’ Location, Uncertainty, and Visibility Likelihood","Abhinav Kumar, Tim K. Marks, Wenxuan Mou, Ye Wang, Michael Jones, Anoop Cherian, Toshiaki Koike-Akino, Xiaoming Liu, Chen Feng",7427,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
930,90,14:00,2:00,Affinity Graph Supervision for Visual Recognition,"Chu Wang, Babak Samari, Vladimir G. Kim, Siddhartha Chaudhuri, Kaleem Siddiqi",7437,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
931,91,14:00,2:00,Unsupervised Magnification of Posture Deviations Across Subjects,"Michael Dorkenwald, Uta Büchler, Björn Ommer",7581,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
932,92,14:00,2:00,Accurate Estimation of Body Height From a Single Depth Image via a Four-Stage Developing Network,"Fukun Yin, Shizhe Zhou",7586,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
933,93,14:00,2:00,Fast Soft Color Segmentation,"Naofumi Akimoto, Huachun Zhu, Yanghua Jin, Yoshimitsu Aoki",7640,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
934,94,14:00,2:00,Global Optimality for Point Set Registration Using Semidefinite Programming,"José Pedro Iglesias, Carl Olsson, Fredrik Kahl",7681,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
935,95,14:00,2:00,Image2StyleGAN++: How to Edit the Embedded Images?,"Rameen Abdal, Yipeng Qin, Peter Wonka",7705,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
936,96,14:00,2:00,SQE: a Self Quality Evaluation Metric for Parameters Optimization in Multi-Object Tracking,"Yanru Huang, Feiyu Zhu, Zheni Zeng, Xi Qiu, Yuan Shen, Jianan Wu",7708,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
937,97,14:00,2:00,"EventSR: From Asynchronous Events to Image Reconstruction, Restoration, and Super-Resolution via End-to-End Adversarial Learning","Lin Wang, Tae-Kyun Kim, Kuk-Jin Yoon",7715,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
938,98,14:00,2:00,Hierarchical Pyramid Diverse Attention Networks for Face Recognition,"Qiangchang Wang, Tianyi Wu, He Zheng, Guodong Guo",7718,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
939,99,14:00,2:00,RGBD-Dog: Predicting Canine Pose from RGBD Sensors,"Sinéad Kearney, Wenbin Li, Martin Parsons, Kwang In Kim, Darren Cosker",7752,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
940,100,14:00,2:00,Multi-Scale Progressive Fusion Network for Single Image Deraining,"Kui Jiang, Zhongyuan Wang, Peng Yi, Chen Chen, Baojin Huang, Yimin Luo, Jiayi Ma, Junjun Jiang",7753,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
941,101,14:00,2:00,Learning a Neural 3D Texture Space From 2D Exemplars,"Philipp Henzler, Niloy J. Mitra, Tobias Ritschel",7819,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
942,102,14:00,2:00,BachGAN: High-Resolution Image Synthesis From Salient Object Layout,"Yandong Li, Yu Cheng, Zhe Gan, Licheng Yu, Liqiang Wang, Jingjing Liu",7923,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
943,103,14:00,2:00,Rethinking Data Augmentation for Image Super-resolution: A Comprehensive Analysis and a New Strategy,"Jaejun Yoo, Namhyuk Ahn, Kyung-Ah Sohn",7962,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
944,104,14:00,2:00,On Positive-Unlabeled Classification in GAN,"Tianyu Guo, Chang Xu, Jiajun Huang, Yunhe Wang, Boxin Shi, Chao Xu, Dacheng Tao",8010,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
945,105,14:00,2:00,DoveNet: Deep Image Harmonization via Domain Verification,"Wenyan Cong, Jianfu Zhang, Li Niu, Liu Liu, Zhixin Ling, Weiyuan Li, Liqing Zhang",8239,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
946,106,14:00,2:00,Noise Robust Generative Adversarial Networks,"Takuhiro Kaneko, Tatsuya Harada",8383,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
947,107,14:00,2:00,Normalizing Flows With Multi-Scale Autoregressive Priors,"Apratim Bhattacharyya, Shweta Mahajan, Mario Fritz, Bernt Schiele, Stefan Roth",8386,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
948,108,14:00,2:00,Robust Reference-Based Super-Resolution With Similarity-Aware Deformable Convolution,"Gyumin Shim, Jinsun Park, In So Kweon",8652,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
949,109,14:00,2:00,Painting Many Pasts: Synthesizing Time Lapse Videos of Paintings,"Amy Zhao, Guha Balakrishnan, Kathleen M. Lewis, Frédo Durand, John V. Guttag, Adrian V. Dalca",8704,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
950,110,14:00,2:00,GeoDA: A Geometric Framework for Black-Box Adversarial Attacks,"Ali Rahmati, Seyed-Mohsen Moosavi-Dezfooli, Pascal Frossard, Huaiyu Dai",8818,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
951,111,14:00,2:00,GAMIN: Generative Adversarial Multiple Imputation Network for Highly Missing Data,"Seongwook Yoon, Sanghoon Sull",8988,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
952,112,14:00,2:00,An Internal Covariate Shift Bounding Algorithm for Deep Neural Networks by Unitizing Layers’ Outputs,"You Huang, Yuanlong Yu",9408,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
953,113,14:00,2:00,A Unified Optimization Framework for Low-Rank Inducing Penalties,"Marcus Valtonen Örnhag, Carl Olsson",9438,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
954,114,14:00,2:00,Single-Side Domain Generalization for Face Anti-Spoofing,"Yunpei Jia, Jie Zhang, Shiguang Shan, Xilin Chen",9458,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
955,115,14:00,2:00,The Knowledge Within: Methods for Data-Free Model Compression,"Matan Haroush, Itay Hubara, Elad Hoffer, Daniel Soudry",9580,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
956,116,14:00,2:00,Scale-Space Flow for End-to-End Optimized Video Compression,"Eirikur Agustsson, David Minnen, Nick Johnston, Johannes Ballé, Sung Jin Hwang, George Toderici",9692,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
957,117,14:00,2:00,Dynamic Neural Relational Inference,"Colin Graber, Alexander G. Schwing",9779,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
962,1,16:00,4:00,Real-Time Panoptic Segmentation From Dense Detections,"Rui Hou, Jie Li, Arjun Bhargava, Allan Raventos, Vitor Guizilini, Chao Fang, Jerome Lynch, Adrien Gaidon",1628,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
963,2,16:05,4:05,Deep Snake for Real-Time Instance Segmentation,"Sida Peng, Wen Jiang, Huaijin Pi, Xiuli Li, Hujun Bao, Xiaowei Zhou",2678,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
964,3,16:10,4:10,AdaCoSeg: Adaptive Shape Co-Segmentation With Group Consistency Loss,"Chenyang Zhu, Kai Xu, Siddhartha Chaudhuri, Li Yi, Leonidas J. Guibas, Hao Zhang",6607,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
965,4,16:15,4:15,Learning Dynamic Routing for Semantic Segmentation,"Yanwei Li, Lin Song, Yukang Chen, Zeming Li, Xiangyu Zhang, Xingang Wang, Jian Sun",4255,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
966,5,16:20,4:20,Boosting Semantic Human Matting With Coarse Annotations,"Jinlin Liu, Yuan Yao, Wendi Hou, Miaomiao Cui, Xuansong Xie, Changshui Zhang, Xian-Sheng Hua",2302,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
967,6,16:25,4:25,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation,"Hao Chen, Kunyang Sun, Zhi Tian, Chunhua Shen, Yongming Huang, Youliang Yan",5049,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
968,7,16:30,4:30,UC-Net: Uncertainty Inspired RGB-D Saliency Detection via Conditional Variational Autoencoders,"Jing Zhang, Deng-Ping Fan, Yuchao Dai, Saeed Anwar, Fatemeh Sadat Saleh, Tong Zhang, Nick Barnes",2097,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
969,8,16:35,4:35,Deep Geometric Functional Maps: Robust Feature Learning for Shape Correspondence,"Nicolas Donati, Abhishek Sharma, Maks Ovsjanikov",9046,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
970,9,16:40,4:40,Deep Polarization Cues for Transparent Object Segmentation,"Agastya Kalra, Vage Taamazyan, Supreeth Krishna Rao, Kartik Venkataraman, Ramesh Raskar, Achuta Kadambi",10224,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
971,10,16:45,4:45,DualConvMesh-Net: Joint Geodesic and Euclidean Convolutions on 3D Meshes,"Jonas Schult, Francis Engelmann, Theodora Kontogianni, Bastian Leibe",4514,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
972,11,16:50,4:50,F-BRS: Rethinking Backpropagating Refinement for Interactive Segmentation,"Konstantin Sofiiuk, Ilia Petrov, Olga Barinova, Anton Konushin",9681,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
973,12,16:55,4:55,Approximating shapes in images with low-complexity polygons,"Muxingzi Li, Florent Lafarge, Renaud Marlet",8063,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4A — Segmentation, Grouping and Shape (1)"
978,13,16:00,4:00,Towards Visually Explaining Variational Autoencoders,"Wenqian Liu, Runze Li, Meng Zheng, Srikrishna Karanam, Ziyan Wu, Bir Bhanu, Richard J. Radke, Octavia Camps",4310,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision"
979,14,16:05,4:05,Towards Global Explanations of Convolutional Neural Networks With Concept Attribution,"Weibin Wu, Yuxin Su, Xixian Chen, Shenglin Zhao, Irwin King, Michael R. Lyu, Yu-Wing Tai",7321,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision"
980,15,16:10,4:10,Interpretable and Accurate Fine-grained Recognition via Region Grouping,"Zixuan Huang, Yin Li",10682,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision"
981,16,16:15,4:15,SAM: The Sensitivity of Attribution Methods to Hyperparameters,"Naman Bansal, Chirag Agarwal, Anh Nguyen",10465,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision"
982,17,16:20,4:20,High-Frequency Component Helps Explain the Generalization of Convolutional Neural Networks,"Haohan Wang, Xindi Wu, Zeyi Huang, Eric P. Xing",10190,"Date: Wednesday, June 17, 2020 Q&A Time: 1600–1800 and 0400–0600","Session: Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision"
